"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
113,"1","2024-05-13T18:48:42.387307Z",113,"/data/upload/5/141d395e-IMG_9180.jpg","[{""x"":50.98082176842955,""y"":34.07091705711031,""width"":23.111510528063206,""height"":21.774768190263057,""rotation"":48.42832033932723,""rectanglelabels"":[""putih""],""original_width"":3024,""original_height"":3024}]",34.725,"2024-05-13T18:48:42.387307Z"
114,"1","2024-05-13T18:49:13.779221Z",114,"/data/upload/5/7cfabef1-IMG_9181_Background_Removed.png","[{""x"":48.04411541642999,""y"":42.4033162786669,""width"":13.93213475866415,""height"":12.764185480605791,""rotation"":46.735704588931014,""rectanglelabels"":[""putih""],""original_width"":3024,""original_height"":3024}]",28.904,"2024-05-13T18:49:13.779221Z"
115,"1","2024-05-13T18:49:41.707531Z",115,"/data/upload/5/9be6487e-IMG_9182_Background_Removed.png","[{""x"":49.039572105212635,""y"":45.63874229337142,""width"":10.112794375042833,""height"":8.93661873903018,""rotation"":46.59606385797679,""rectanglelabels"":[""putih""],""original_width"":3024,""original_height"":3024}]",24.969,"2024-05-13T18:49:41.707531Z"
116,"1","2024-05-13T18:50:24.407920Z",116,"/data/upload/5/fa253655-IMG_9183_Background_Removed.png","[{""x"":50.12511624315871,""y"":46.17646377226373,""width"":8.503969455906754,""height"":7.839310904752048,""rotation"":45.81259944411346,""rectanglelabels"":[""putih""],""original_width"":3024,""original_height"":3024}]",40.228,"2024-05-13T18:50:24.407920Z"
117,"1","2024-05-13T18:50:53.181113Z",117,"/data/upload/5/55ecbd7a-IMG_9184.jpg","[{""x"":43.4155321789322,""y"":27.22433413966477,""width"":38.11262204842626,""height"":39.842082274152204,""rotation"":29.744881296941173,""rectanglelabels"":[""putih""],""original_width"":3024,""original_height"":3024}]",25.464,"2024-05-13T18:50:53.181113Z"
118,"1","2024-05-13T18:51:24.060012Z",118,"/data/upload/5/2c676c4b-IMG_9185.jpg","[{""x"":45.453918606103876,""y"":31.96925012684149,""width"":26.558710641588057,""height"":28.42328159416081,""rotation"":27.1267565096436,""rectanglelabels"":[""putih""],""original_width"":3024,""original_height"":3024}]",28.716,"2024-05-13T18:51:24.060012Z"
119,"1","2024-05-13T18:51:58.168720Z",119,"/data/upload/5/c55f57bc-IMG_9186.jpg","[{""x"":46.66223919966172,""y"":36.17464587299683,""width"":18.869433383141835,""height"":19.2477198954048,""rotation"":26.80083494695441,""rectanglelabels"":[""putih""],""original_width"":3024,""original_height"":3024}]",26.92,"2024-05-13T18:51:58.168720Z"
120,"1","2024-05-13T18:52:29.683504Z",120,"/data/upload/5/a97cc161-IMG_9187_Background_Removed.png","[{""x"":46.473388185158335,""y"":43.748320549023916,""width"":12.13066415464649,""height"":13.03284273350292,""rotation"":25.26963874526882,""rectanglelabels"":[""putih""],""original_width"":3024,""original_height"":3024}]",28.485,"2024-05-13T18:52:29.683504Z"
121,"1","2024-05-13T18:52:46.375691Z",121,"/data/upload/5/49f252c1-IMG_9189.jpg","[{""x"":29.530201342281874,""y"":29.977628635346754,""width"":40.04474272930648,""height"":40.26845637583894,""rotation"":0,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",14.573,"2024-05-13T18:52:46.375691Z"
122,"1","2024-05-13T18:52:56.715720Z",122,"/data/upload/5/a1b0bcc9-IMG_9190.jpg","[{""x"":34.22818791946309,""y"":33.1096196868009,""width"":31.991051454138706,""height"":32.21476510067113,""rotation"":0,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",8.038,"2024-05-13T18:52:56.715720Z"
123,"1","2024-05-13T18:53:07.749574Z",123,"/data/upload/5/b728088b-IMG_9191.jpg","[{""x"":41.61073825503356,""y"":42.95302013422819,""width"":18.344519015659948,""height"":18.79194630872483,""rotation"":0,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",8.062,"2024-05-13T18:53:07.749574Z"
124,"1","2024-05-13T18:53:19.036860Z",124,"/data/upload/5/1a1a80bb-IMG_9192_Background_Removed.png","[{""x"":42.505592841163306,""y"":47.20357941834452,""width"":12.080536912751683,""height"":12.75167785234899,""rotation"":0,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",8.55,"2024-05-13T18:53:19.036860Z"
125,"1","2024-05-13T18:53:37.892268Z",125,"/data/upload/5/bcb419a1-IMG_9193_Background_Removed.png","[{""x"":44.03401776504521,""y"":49.09709427295649,""width"":8.751240123652522,""height"":10.27923443095694,""rotation"":0,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",16.061,"2024-05-13T18:53:37.892268Z"
126,"1","2024-05-13T18:54:09.269412Z",126,"/data/upload/5/eefb0d1c-IMG_9194.jpg","[{""x"":37.82458509217033,""y"":25.686284188185493,""width"":37.902774801663924,""height"":39.53408137595054,""rotation"":23.031352869749583,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",26.769,"2024-05-13T18:54:09.269412Z"
127,"1","2024-05-13T18:54:41.097334Z",127,"/data/upload/5/aaf50342-IMG_9195.jpg","[{""x"":42.6270641666568,""y"":31.37503680490247,""width"":29.191312720322358,""height"":28.363197408221257,""rotation"":25.096250462690932,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",29.114,"2024-05-13T18:54:41.097334Z"
128,"1","2024-05-13T18:55:11.797240Z",128,"/data/upload/5/4a736494-IMG_9196.jpg","[{""x"":44.04957307663621,""y"":34.535807361680995,""width"":23.661349158838853,""height"":23.530024671217216,""rotation"":24.28582515565182,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",27.135,"2024-05-13T18:55:11.797240Z"
129,"1","2024-05-13T18:55:49.910614Z",129,"/data/upload/5/8dbcb465-IMG_9197_Background_Removed.png","[{""x"":44.200506888749096,""y"":37.83979703078299,""width"":15.361414133278018,""height"":16.017975918833315,""rotation"":20.376435213835407,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",30.783,"2024-05-13T18:55:49.910614Z"
130,"1","2024-05-13T18:56:36.749202Z",130,"/data/upload/5/fba430ef-IMG_9198_Background_Removed.png","[{""x"":45.04963182733253,""y"":40.06093028577835,""width"":12.028061649805927,""height"":12.253695972848512,""rotation"":23.498565675951227,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",44.214,"2024-05-13T18:56:36.749202Z"
131,"1","2024-05-13T18:57:10.010711Z",131,"/data/upload/5/b9e695db-IMG_9199_Background_Removed.png","[{""x"":46.88041190544078,""y"":42.182784522765985,""width"":9.4664994392358,""height"":9.78333641253551,""rotation"":23.561545347773972,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",30.147,"2024-05-13T18:57:10.010711Z"
132,"1","2024-05-13T18:58:10.128917Z",132,"/data/upload/5/9649c7e0-IMG_9200.jpg","[{""x"":50.82519466792679,""y"":21.172596317747416,""width"":44.1392324141548,""height"":44.377606298647045,""rotation"":48.397132919339754,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",57.643,"2024-05-13T18:58:10.128917Z"
133,"1","2024-05-13T18:58:47.107951Z",133,"/data/upload/5/4945e413-IMG_9201.jpg","[{""x"":51.68236572480469,""y"":31.84697062865401,""width"":26.39063529382687,""height"":25.7983785915448,""rotation"":48.747644974764,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",32.734,"2024-05-13T18:58:47.107951Z"
134,"1","2024-05-13T18:59:46.499041Z",134,"/data/upload/5/7c3a164f-IMG_9202.jpg","[{""x"":50.41979275446362,""y"":35.33166522895612,""width"":18.52427669588164,""height"":18.598546641172835,""rotation"":46.66497566045257,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",56.026,"2024-05-13T18:59:46.499041Z"
135,"1","2024-05-13T19:00:26.870186Z",135,"/data/upload/5/29169fff-IMG_9203_Background_Removed.png","[{""x"":49.04494962882903,""y"":41.25467991462419,""width"":12.499835579967085,""height"":12.492233405234593,""rotation"":45.72175422606324,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",35.868,"2024-05-13T19:00:26.870186Z"
136,"1","2024-05-13T19:00:55.872342Z",136,"/data/upload/5/5fc3a4a1-IMG_9204_Background_Removed.png","[{""x"":50.11032490837226,""y"":43.05885890013959,""width"":9.932480954687177,""height"":9.849875393996497,""rotation"":49.02826366648958,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",24.356,"2024-05-13T19:00:55.872342Z"
137,"1","2024-05-13T19:01:27.028007Z",137,"/data/upload/5/7eb2e4c7-IMG_9205.jpg","[{""x"":37.29877382094738,""y"":28.29893471568525,""width"":35.052059765752716,""height"":34.643129460616876,""rotation"":20.761903373111977,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",28.755,"2024-05-13T19:01:27.028007Z"
138,"1","2024-05-13T19:01:57.887268Z",138,"/data/upload/5/033a5a42-IMG_9206.jpg","[{""x"":42.59190185422816,""y"":35.36112637973775,""width"":23.657692540380275,""height"":23.537646289276562,""rotation"":20.134987897447445,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",27.812,"2024-05-13T19:01:57.887268Z"
139,"1","2024-05-13T19:02:26.932001Z",139,"/data/upload/5/0772f9d6-IMG_9207_Background_Removed.png","[{""x"":46.11775605416346,""y"":42.93209663128869,""width"":12.544749960958573,""height"":13.283749010772686,""rotation"":21.095956206965297,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",26.576,"2024-05-13T19:02:26.932001Z"
140,"1","2024-05-13T19:02:57.368156Z",140,"/data/upload/5/fb8c1527-IMG_9208_Background_Removed.png","[{""x"":46.31343440108638,""y"":47.149545648147885,""width"":9.347863293821753,""height"":10.069424840199158,""rotation"":20.15761089454412,""rectanglelabels"":[""hitam""],""original_width"":3024,""original_height"":3024}]",27.178,"2024-05-13T19:02:57.368156Z"
141,"1","2024-05-13T19:03:10.033479Z",141,"/data/upload/5/60cbd474-IMG_9210.jpg","[{""x"":30.201342281879196,""y"":29.53020134228188,""width"":39.37360178970917,""height"":39.82102908277405,""rotation"":0,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",10.132,"2024-05-13T19:03:10.033479Z"
142,"1","2024-05-13T19:03:21.904945Z",142,"/data/upload/5/f86d94fb-IMG_9211.jpg","[{""x"":35.79418344519016,""y"":34.22818791946309,""width"":29.753914988814316,""height"":29.753914988814316,""rotation"":0,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",8.73,"2024-05-13T19:03:21.904945Z"
143,"1","2024-05-13T19:03:36.859644Z",143,"/data/upload/5/a53a17e5-IMG_9212_Background_Removed.png","[{""x"":43.22277783532639,""y"":42.95542546663155,""width"":15.132789738347036,""height"":15.863338208474147,""rotation"":0,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",12.567,"2024-05-13T19:03:36.859644Z"
144,"1","2024-05-13T19:04:01.034451Z",144,"/data/upload/5/88a03127-IMG_9213_Background_Removed.png","[{""x"":44.232595168456804,""y"":45.8299993655356,""width"":10.977437567649995,""height"":12.117950561691496,""rotation"":0,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",21.699,"2024-05-13T19:04:01.034451Z"
145,"1","2024-05-13T19:04:19.890883Z",145,"/data/upload/5/b6469c28-IMG_9214_Background_Removed.png","[{""x"":43.020800112287844,""y"":49.60794865829822,""width"":8.340001268928795,""height"":9.836924573608329,""rotation"":0,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",16.377,"2024-05-13T19:04:19.890883Z"
146,"1","2024-05-13T19:04:55.085743Z",146,"/data/upload/5/d9cc3676-IMG_9215.jpg","[{""x"":36.933531909724714,""y"":35.64960093004737,""width"":25.8801883744212,""height"":25.084960327131895,""rotation"":8.686921869432183,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",31.95,"2024-05-13T19:04:55.085743Z"
147,"1","2024-05-13T19:05:28.056916Z",147,"/data/upload/5/8fba6a5d-IMG_9216_Background_Removed.png","[{""x"":43.41565309391988,""y"":41.864184982763625,""width"":16.357752637084122,""height"":15.298066203677669,""rotation"":10.45990909292857,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",29.982,"2024-05-13T19:05:28.056916Z"
148,"1","2024-05-13T19:06:04.367917Z",148,"/data/upload/5/ae50b3f0-IMG_9217_Background_Removed.png","[{""x"":45.286304530273426,""y"":47.302184553770275,""width"":10.277951315099276,""height"":10.422831225586398,""rotation"":10.312546315779173,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",31.103,"2024-05-13T19:06:04.367917Z"
149,"1","2024-05-13T19:06:27.831681Z",149,"/data/upload/5/8565ac54-IMG_9218_Background_Removed.png","[{""x"":45.95358528368863,""y"":45.40854111724153,""width"":8.949396614804856,""height"":9.077298368708835,""rotation"":11.449337988499394,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",20.867,"2024-05-13T19:06:27.831681Z"
150,"1","2024-05-13T19:06:59.760609Z",150,"/data/upload/5/35f270db-IMG_9219.jpg","[{""x"":46.772456650000834,""y"":22.148823633402834,""width"":38.901934328126444,""height"":38.88210358909931,""rotation"":40.29794457668373,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",28.365,"2024-05-13T19:06:59.760609Z"
151,"1","2024-05-13T19:07:31.487419Z",151,"/data/upload/5/3775ea3e-IMG_9220.jpg","[{""x"":49.23666187734088,""y"":32.43868942715166,""width"":24.698820863294664,""height"":24.94294134800544,""rotation"":40.60129464500494,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",28.783,"2024-05-13T19:07:31.487419Z"
152,"1","2024-05-13T19:07:59.059333Z",152,"/data/upload/5/761961e1-IMG_9221_Background_Removed.png","[{""x"":49.75257287948666,""y"":40.59179189022655,""width"":15.980941263282004,""height"":16.114290912986032,""rotation"":40.66456991415879,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",24.143,"2024-05-13T19:07:59.059333Z"
153,"1","2024-05-13T19:08:46.045958Z",153,"/data/upload/5/9190e417-IMG_9222_Background_Removed.png","[{""x"":48.311787973428245,""y"":45.69488502188223,""width"":11.2560748921093,""height"":11.615970599312947,""rotation"":39.15107835406877,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",43.249,"2024-05-13T19:08:46.045958Z"
154,"1","2024-05-13T19:09:23.759582Z",154,"/data/upload/5/2bc9c3b9-IMG_9223_Background_Removed.png","[{""x"":48.69069169233363,""y"":47.576298540728246,""width"":9.503676857288132,""height"":9.378465400239099,""rotation"":38.65980825408769,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",34.696,"2024-05-13T19:09:23.759582Z"
155,"1","2024-05-13T19:09:46.866808Z",155,"/data/upload/5/83662f52-IMG_9224.jpg","[{""x"":22.82017709262658,""y"":42.40312251713945,""width"":38.518940692073535,""height"":37.09111466815675,""rotation"":343.10135130596245,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",19.798,"2024-05-13T19:09:46.866808Z"
156,"1","2024-05-13T19:10:18.530792Z",156,"/data/upload/5/19214f3a-IMG_9225.jpg","[{""x"":34.95648328361616,""y"":44.432183803272935,""width"":23.946792165394893,""height"":23.508406479232484,""rotation"":342.3874221570771,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",28.967,"2024-05-13T19:10:18.530792Z"
157,"1","2024-05-13T19:10:44.262616Z",157,"/data/upload/5/6c266a59-IMG_9226_Background_Removed.png","[{""x"":40.16661227720648,""y"":46.23519589479655,""width"":16.836838749707486,""height"":16.840344470379268,""rotation"":343.1561914482735,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",22.992,"2024-05-13T19:10:44.262616Z"
158,"1","2024-05-13T19:11:18.980042Z",158,"/data/upload/5/ee981d80-IMG_9227_Background_Removed.png","[{""x"":42.84261149854064,""y"":48.34444964662383,""width"":11.96335050990304,""height"":12.153189918788861,""rotation"":343.0724869358536,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024},{""x"":51.025775689216935,""y"":52.940385062763376,""width"":3.9989236853581716,""height"":1.0977437567649915,""rotation"":0,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",30.777,"2024-05-13T19:11:18.980042Z"
159,"1","2024-05-13T19:11:55.793043Z",159,"/data/upload/5/00333419-IMG_9228_Background_Removed.png","[{""x"":44.896363466372314,""y"":52.385296818306905,""width"":8.759681537911227,""height"":9.722245992057484,""rotation"":343.7397952916891,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",33.203,"2024-05-13T19:11:55.793043Z"
160,"1","2024-05-13T19:12:23.168221Z",160,"/data/upload/5/35863e11-IMG_9229.jpg","[{""x"":41.70450089435887,""y"":34.287015661206624,""width"":23.942442318606485,""height"":23.204210641160845,""rotation"":20.347849262683383,""rectanglelabels"":[""kuning""],""original_width"":3024,""original_height"":3024}]",24.052,"2024-05-13T19:12:23.168221Z"
161,"1","2024-05-13T19:12:41.200183Z",161,"/data/upload/5/db65926b-IMG_9230.jpg","[{""x"":27.740492170022375,""y"":28.635346756152124,""width"":43.17673378076063,""height"":44.071588366890374,""rotation"":0,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",10.981,"2024-05-13T19:12:41.200183Z"
162,"1","2024-05-13T19:12:52.473896Z",162,"/data/upload/5/d23d37e1-IMG_9231.jpg","[{""x"":34.00447427293065,""y"":35.123042505592835,""width"":30.64876957494407,""height"":29.30648769574944,""rotation"":0,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",9.163,"2024-05-13T19:12:52.473896Z"
163,"1","2024-05-13T19:13:07.016741Z",163,"/data/upload/5/7801f55e-IMG_9232_Background_Removed.png","[{""x"":40.78796414845992,""y"":40.086979080711075,""width"":18.058114540870264,""height"":17.93183401960544,""rotation"":0,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",11.782,"2024-05-13T19:13:07.016741Z"
164,"1","2024-05-13T19:13:20.737580Z",164,"/data/upload/5/475f9410-IMG_9233_Background_Removed.png","[{""x"":43.37721042292583,""y"":47.96846122936351,""width"":10.906155505522271,""height"":11.333847878287841,""rotation"":0,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",11.382,"2024-05-13T19:13:20.737580Z"
165,"1","2024-05-13T19:13:40.194405Z",165,"/data/upload/5/775f42bc-IMG_9234_Background_Removed.png","[{""x"":44.887094102537624,""y"":48.801165318763154,""width"":9.007460577941734,""height"":9.525875575233357,""rotation"":0,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",16.499,"2024-05-13T19:13:40.194405Z"
166,"1","2024-05-13T19:14:07.737191Z",166,"/data/upload/5/bc8bc8f9-IMG_9235.jpg","[{""x"":35.867083386733825,""y"":29.505848326432176,""width"":33.806866479181274,""height"":34.149423488065004,""rotation"":14.420773127510643,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",24.865,"2024-05-13T19:14:07.737191Z"
167,"1","2024-05-13T19:14:52.365199Z",167,"/data/upload/5/ba8cb7b8-IMG_9236.jpg","[{""x"":42.82748879783595,""y"":38.49351744344728,""width"":20.64789596756737,""height"":20.666901595609243,""rotation"":15.306138974090572,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",41.223,"2024-05-13T19:14:52.365199Z"
168,"1","2024-05-13T19:15:21.612480Z",168,"/data/upload/5/9a8ac97a-IMG_9237_Background_Removed.png","[{""x"":43.618866416273455,""y"":41.13590302623609,""width"":13.682155472711205,""height"":13.479762486435495,""rotation"":15.699668546133012,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",25.768,"2024-05-13T19:15:21.612480Z"
169,"1","2024-05-13T19:15:50.746905Z",169,"/data/upload/5/3bafbf07-IMG_9238_Background_Removed.png","[{""x"":47.22284812193093,""y"":45.35557026433936,""width"":9.208686518072815,""height"":9.571308938497786,""rotation"":18.321040862629047,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",25.614,"2024-05-13T19:15:50.746905Z"
170,"1","2024-05-13T19:16:15.778030Z",170,"/data/upload/5/ac1014b0-IMG_9239.jpg","[{""x"":49.02709712804295,""y"":29.01209039287797,""width"":32.86414914317141,""height"":33.76409831998931,""rotation"":41.80976570746736,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",22.307,"2024-05-13T19:16:15.778030Z"
171,"1","2024-05-13T19:16:53.004377Z",171,"/data/upload/5/6bb95735-IMG_9240.jpg","[{""x"":49.228402270318625,""y"":33.704744543116256,""width"":24.587663993521865,""height"":24.428568435584552,""rotation"":43.427569572324785,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",33.826,"2024-05-13T19:16:53.004377Z"
172,"1","2024-05-13T19:17:28.745375Z",172,"/data/upload/5/79cf7abb-IMG_9241_Background_Removed.png","[{""x"":49.683783781350755,""y"":39.753758733444755,""width"":17.01679278303973,""height"":16.899282502850777,""rotation"":42.43622978853659,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",32.043,"2024-05-13T19:17:28.745375Z"
173,"1","2024-05-13T19:18:15.565121Z",173,"/data/upload/5/b224ceb0-IMG_9242_Background_Removed.png","[{""x"":48.71110938493376,""y"":42.51201234770199,""width"":11.472823257750127,""height"":10.985269266885357,""rotation"":40.41814413559234,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",40.711,"2024-05-13T19:18:15.565121Z"
174,"1","2024-05-13T19:18:42.895502Z",174,"/data/upload/5/07283064-IMG_9243_Background_Removed.png","[{""x"":49.41619865923869,""y"":46.37525014040041,""width"":9.41950754491409,""height"":9.099177554201344,""rotation"":43.48459209997554,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",24.973,"2024-05-13T19:18:42.895502Z"
175,"1","2024-05-13T19:19:11.135709Z",175,"/data/upload/5/a4e6ed52-IMG_9244.jpg","[{""x"":61.02728651021867,""y"":25.726070986507132,""width"":43.18829027226261,""height"":43.39267296617588,""rotation"":65.7061123974151,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",25.824,"2024-05-13T19:19:11.135709Z"
176,"1","2024-05-13T19:19:40.931138Z",176,"/data/upload/5/a8be02d6-IMG_9245.jpg","[{""x"":33.55943125663653,""y"":46.815744994948226,""width"":25.939440632666187,""height"":26.185438961766483,""rotation"":337.7297320799454,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",27.265,"2024-05-13T19:19:40.931138Z"
177,"1","2024-05-13T19:20:12.124864Z",177,"/data/upload/5/da3d07d3-IMG_9246_Background_Removed.png","[{""x"":38.624838538608515,""y"":47.29493157723247,""width"":16.985577411941545,""height"":17.002981873978673,""rotation"":336.6890649646172,""rectanglelabels"":[""biru""],""original_width"":3024,""original_height"":3024}]",28.687,"2024-05-13T19:20:12.124864Z"
